,TreeID,qLegalStatus,qSpecies,qAddress,SiteOrder,qSiteInfo,qCaretaker,PlantDate,DBH,PlotSize,Latitude,Longitude,Genus,ScientificName,CommonName,Year,Date,Age
26688,30410,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2515 Filbert St,1.0,Sidewalk: Curb side : Cutout,Private,3/27/56 0:00,12,,37.79728279,-122.4409861,Platanus,Platanus x,Sycamore: London Plane,2056,2056-03-27 00:00:00,-32
26727,25891,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,500X The Embarcadero,8.0,Sidewalk: Curb side : Cutout,Port,10/30/95 0:00,6,4X4,37.79928175,-122.3975678,Platanus,Platanus x,Sycamore: London Plane,1995,1995-10-30 00:00:00,29
26765,15207,DPW Maintained,Lophostemon confertus :: Brisbane Box,1142 Mission St,2.0,Sidewalk: Curb side : Cutout,DPW,1/16/95 0:00,12,3X3,37.77850613,-122.4119525,Lophostemon,Lophostemon confertus,Brisbane Box,1995,1995-01-16 00:00:00,29
26771,66143,DPW Maintained,Pittosporum undulatum :: Victorian Box,39 Capra Way,1.0,Sidewalk: Curb side : Cutout,Private,8/18/90 0:00,11,,37.80277554,-122.4392224,Pittosporum,Pittosporum undulatum,Victorian Box,1990,1990-08-18 00:00:00,34
26791,22063,DPW Maintained,Lophostemon confertus :: Brisbane Box,2955 03rd St,1.0,Sidewalk: Curb side : Cutout,Private,3/1/00 0:00,3,3X3,37.75180187,-122.3875092,Lophostemon,Lophostemon confertus,Brisbane Box,2000,2000-03-01 00:00:00,24
26828,85920,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1778 26th Ave,1.0,Sidewalk: Curb side : Cutout,DPW,12/19/06 0:00,3,3x3,37.75433434,-122.4839154,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,2006,2006-12-19 00:00:00,18
26848,41545,Permitted Site,Lophostemon confertus :: Brisbane Box,75 Townsend St,11.0,Sidewalk: Curb side : Cutout,Private,4/20/00 0:00,6,3x3,37.78097417,-122.3899074,Lophostemon,Lophostemon confertus,Brisbane Box,2000,2000-04-20 00:00:00,24
26850,65626,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,246 Ney St,1.0,Sidewalk: Curb side : Cutout,Private,2/7/90 0:00,12,,37.73013923,-122.425019,Metrosideros,Metrosideros excelsa,New Zealand Xmas Tree,1990,1990-02-07 00:00:00,34
26852,1072,Permitted Site,Lophostemon confertus :: Brisbane Box,2107 Alemany Blvd,1.0,Sidewalk: Curb side : Cutout,Private,1/10/03 0:00,10,3x3,37.71838505,-122.4413298,Lophostemon,Lophostemon confertus,Brisbane Box,2003,2003-01-10 00:00:00,21
26860,4962,Permitted Site,Lophostemon confertus :: Brisbane Box,5177 Diamond Heights Blvd,2.0,Sidewalk: Curb side : Cutout,Private,6/10/97 0:00,6,3X3,37.7457846,-122.4400582,Lophostemon,Lophostemon confertus,Brisbane Box,1997,1997-06-10 00:00:00,27
26870,81955,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,611 Hyde St,1.0,Sidewalk: Curb side : Cutout,Private,1/8/13 0:00,3,3x3,37.78652826,-122.4165912,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,2013,2013-01-08 00:00:00,11
26874,112308,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,2500X Alemany Blvd,1.0,Median : Cutout,DPW,8/6/15 14:04,3,3x3,37.71516016,-122.4461228,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,2015,2015-08-06 14:04:00,9
26880,85908,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,2238 26th Ave,1.0,Sidewalk: Curb side : Cutout,DPW,12/20/06 0:00,3,3x3,37.74571516,-122.4833297,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,2006,2006-12-20 00:00:00,18
26884,261536,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,602 45th Ave,1.0,Sidewalk: Curb side : Cutout,Private,1/16/20 0:00,3,Width 3ft,37.77625483,-122.5059546,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,2020,2020-01-16 00:00:00,4
26886,3173,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,3506 California St,1.0,Sidewalk: Curb side : Cutout,Private,12/1/92 0:00,6,3X3,37.78667412,-122.4520614,Platanus,Platanus x,Sycamore: London Plane,1992,1992-12-01 00:00:00,32
26889,201590,DPW Maintained,Lophostemon confertus :: Brisbane Box,451 Donahue St,6.0,Sidewalk: Curb side : Cutout,Private,7/12/17 0:00,3,Width 5ft,37.72947582,-122.3694678,Lophostemon,Lophostemon confertus,Brisbane Box,2017,2017-07-12 00:00:00,7
26913,8611,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,2486 Geary Blvd,1.0,Sidewalk: Curb side : Cutout,DPW,7/28/99 0:00,3,3X3,37.78285912,-122.4441598,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,1999,1999-07-28 00:00:00,25
26919,4488,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1596 Church St,1.0,Sidewalk: Curb side : Cutout,DPW,4/7/98 0:00,3,4x4,37.74548187,-122.4269468,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,1998,1998-04-07 00:00:00,26
26927,34874,DPW Maintained,Lophostemon confertus :: Brisbane Box,1546 Vallejo St,1.0,Sidewalk: Curb side : Cutout,Private,9/9/97 0:00,13,,37.79686001,-122.4227845,Lophostemon,Lophostemon confertus,Brisbane Box,1997,1997-09-09 00:00:00,27
26941,266525,Private,Lophostemon confertus :: Brisbane Box,536 Mason St,1.0,Sidewalk: Curb side : Cutout,Private,10/6/21 0:00,3,3x3,37.78844132,-122.4100582,Lophostemon,Lophostemon confertus,Brisbane Box,2021,2021-10-06 00:00:00,3
26971,38867,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,2225 28th Ave,2.0,Sidewalk: Curb side : Cutout,Private,11/2/98 0:00,5,,37.7457995,-122.4856305,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,1998,1998-11-02 00:00:00,26
26976,9118,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,5800 Geary Blvd,2.0,Sidewalk: Curb side : Cutout,Private,1/16/02 0:00,3,3X3,37.78036914,-122.4817196,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,2002,2002-01-16 00:00:00,22
27000,86181,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1639 24th Ave,1.0,Sidewalk: Curb side : Cutout,DPW,1/19/07 0:00,3,3x3,37.7569458,-122.4821109,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,2007,2007-01-19 00:00:00,17
27010,85965,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,2538 28th Ave,1.0,Sidewalk: Curb side : Cutout,DPW,1/12/07 0:00,3,3x3,37.73997994,-122.4850699,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,2007,2007-01-12 00:00:00,17
27023,67324,DPW Maintained,Pittosporum undulatum :: Victorian Box,606 08th Ave,1.0,Sidewalk: Curb side : Cutout,Private,7/15/92 0:00,11,,37.77690468,-122.4660599,Pittosporum,Pittosporum undulatum,Victorian Box,1992,1992-07-15 00:00:00,32
27026,232299,DPW Maintained,Pittosporum undulatum :: Victorian Box,108 Valley St,1.0,Sidewalk: Curb side : Cutout,Private,5/17/18 0:00,3,Width 4ft,37.74467752,-122.4249744,Pittosporum,Pittosporum undulatum,Victorian Box,2018,2018-05-17 00:00:00,6
27061,28975,DPW Maintained,Lophostemon confertus :: Brisbane Box,264 09th St,1.0,Sidewalk: Curb side : Cutout,DPW,2/17/06 0:00,3,3x3,37.77415116,-122.4122801,Lophostemon,Lophostemon confertus,Brisbane Box,2006,2006-02-17 00:00:00,18
27077,60359,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1313 Palou Ave,1.0,Sidewalk: Curb side : Cutout,Private,10/27/82 0:00,9,,37.7309172,-122.3857067,Metrosideros,Metrosideros excelsa,New Zealand Xmas Tree,1982,1982-10-27 00:00:00,42
27090,51498,DPW Maintained,Pittosporum undulatum :: Victorian Box,2635 Green St,1.0,Sidewalk: Curb side : Cutout,Private,1/13/05 0:00,7,,37.79516757,-122.4426124,Pittosporum,Pittosporum undulatum,Victorian Box,2005,2005-01-13 00:00:00,19
27095,10213,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1327 Guerrero St,1.0,Sidewalk: Curb side : Cutout,DPW,12/15/90 0:00,12,3X2,37.74995399,-122.4225693,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,1990,1990-12-15 00:00:00,34
27130,62414,DPW Maintained,Lophostemon confertus :: Brisbane Box,669 14th Ave,1.0,Sidewalk: Curb side : Cutout,Private,1/17/86 0:00,10,,37.77560809,-122.4725451,Lophostemon,Lophostemon confertus,Brisbane Box,1986,1986-01-17 00:00:00,38
27137,2623,DPW Maintained,Pittosporum undulatum :: Victorian Box,1810 Bush St,1.0,Sidewalk: Curb side : Cutout,DPW,12/3/97 0:00,9,3X3,37.78785256,-122.4275655,Pittosporum,Pittosporum undulatum,Victorian Box,1997,1997-12-03 00:00:00,27
27141,21852,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,199X Cabrillo St,2.0,Sidewalk: Curb side : Cutout,DPW,3/17/18 0:00,3,3X3,37.77537699,-122.4604913,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,2018,2018-03-17 00:00:00,6
27163,27877,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,280 The Embarcadero,7.0,Sidewalk: Curb side : Cutout,Port,1/31/01 0:00,12,,37.78415024,-122.3883402,Platanus,Platanus x,Sycamore: London Plane,2001,2001-01-31 00:00:00,23
27169,36889,DPW Maintained,Lophostemon confertus :: Brisbane Box,3193 Pacific Ave,2.0,Sidewalk: Curb side : Cutout,Private,5/26/98 0:00,7,,37.79168539,-122.4472612,Lophostemon,Lophostemon confertus,Brisbane Box,1998,1998-05-26 00:00:00,26
27200,8512,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2099X Geary Blvd,8.0,Sidewalk: Curb side : Cutout,DPW,4/5/13 0:00,3,3x3,37.783617,-122.437806,Platanus,Platanus x,Sycamore: London Plane,2013,2013-04-05 00:00:00,11
27206,32945,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,251 Arkansas St,1.0,Sidewalk: Curb side : Cutout,Private,11/1/96 0:00,2,3x3,37.76307974,-122.398406,Metrosideros,Metrosideros excelsa,New Zealand Xmas Tree,1996,1996-11-01 00:00:00,28
27212,26379,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,2621 San Jose Ave,1.0,Sidewalk: Curb side : Cutout,DPW,11/7/01 0:00,3,3X3,37.71630734,-122.4501561,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,2001,2001-11-07 00:00:00,23
27225,28289,DPW Maintained,Lophostemon confertus :: Brisbane Box,757 Valencia St,1.0,Sidewalk: Curb side : Cutout,DPW,9/30/06 0:00,15,3X3,37.76082131,-122.4213777,Lophostemon,Lophostemon confertus,Brisbane Box,2006,2006-09-30 00:00:00,18
27247,10837,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1139X Hudson Ave,44.0,Sidewalk: Curb side : Cutout,DPW,9/28/95 0:00,6,3X4,37.73239939,-122.3802034,Metrosideros,Metrosideros excelsa,New Zealand Xmas Tree,1995,1995-09-28 00:00:00,29
27249,50733,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1490 Thomas Ave,2.0,Sidewalk: Curb side : Cutout,Private,2/12/04 0:00,4,,37.72932133,-122.3891825,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,2004,2004-02-12 00:00:00,20
27277,1719,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,50X Bay St,1.0,Sidewalk: Curb side : Cutout,PUC,8/19/06 0:00,3,3X9,37.80648672,-122.4072301,Platanus,Platanus x,Sycamore: London Plane,2006,2006-08-19 00:00:00,18
27301,23259,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,790X Van Ness Ave,2.0,Sidewalk: Curb side : Cutout,DPW,5/27/92 0:00,10,3X3,37.78269538,-122.4203397,Platanus,Platanus x,Sycamore: London Plane,1992,1992-05-27 00:00:00,32
27304,141734,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1550 O'Farrell St,3.0,Sidewalk: Curb side : Cutout,DPW,5/10/13 0:00,25,Width 0ft,37.78363455,-122.4305393,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,2013,2013-05-10 00:00:00,11
27305,41642,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,175 Jefferson St,4.0,Sidewalk: Curb side : Cutout,Private,6/5/00 0:00,10,2x2,37.80819732,-122.4154459,Metrosideros,Metrosideros excelsa,New Zealand Xmas Tree,2000,2000-06-05 00:00:00,24
27306,4107,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,3365 Cesar Chavez St,1.0,Sidewalk: Curb side : Cutout,DPW,4/1/95 0:00,3,3X3,37.74805882,-122.4173683,Platanus,Platanus x,Sycamore: London Plane,1995,1995-04-01 00:00:00,29
27316,96771,DPW Maintained,Pittosporum undulatum :: Victorian Box,1300X Lane St,7.0,Sidewalk: Curb side : Cutout,SFUSD,11/8/11 0:00,8,4x3,37.73438405,-122.3891265,Pittosporum,Pittosporum undulatum,Victorian Box,2011,2011-11-08 00:00:00,13
27323,68214,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,2050 48th Ave,1.0,Sidewalk: Curb side : Cutout,Private,1/4/94 0:00,8,,37.74819738,-122.5071492,Metrosideros,Metrosideros excelsa,New Zealand Xmas Tree,1994,1994-01-04 00:00:00,30
27332,252909,Planning Code 138.1 required,Pittosporum undulatum :: Victorian Box,3201x 17th St,2.0,Sidewalk: Curb side : Cutout,Private,6/26/17 0:00,3,3x6,37.76332178,-122.4175095,Pittosporum,Pittosporum undulatum,Victorian Box,2017,2017-06-26 00:00:00,7
27363,92472,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,3551 Santiago St,1.0,Sidewalk: Curb side : Cutout,Private,7/30/09 0:00,0,3x3,37.74357257,-122.5047506,Metrosideros,Metrosideros excelsa,New Zealand Xmas Tree,2009,2009-07-30 00:00:00,15
27373,52256,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1168@ 8th ST Folsom St,3.0,Sidewalk: Curb side : Cutout,Private,11/23/05 0:00,4,,37.77558323,-122.4094689,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,2005,2005-11-23 00:00:00,19
27419,89480,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,4132 Anza St,1.0,Sidewalk: Curb side : Cutout,DPW,3/26/08 0:00,3,3x3,37.77787951,-122.4926998,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,2008,2008-03-26 00:00:00,16
27454,107296,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,2690 46th Ave,1.0,Sidewalk: Curb side : Cutout,Private,1/6/16 0:00,12,,37.73649617,-122.5040906,Metrosideros,Metrosideros excelsa,New Zealand Xmas Tree,2016,2016-01-06 00:00:00,8
27465,249578,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,1075 Ofarrell St,1.0,Sidewalk: Curb side : Cutout,Private,10/18/12 0:00,3,Width 4ft,37.78453557,-122.4223826,Platanus,Platanus x,Sycamore: London Plane,2012,2012-10-18 00:00:00,12
27484,216714,DPW Maintained,Lophostemon confertus :: Brisbane Box,934 Capitol Ave,1.0,Sidewalk: Curb side : Yard,Private,10/13/17 11:10,3,Width 3ft,37.71889429,-122.4591193,Lophostemon,Lophostemon confertus,Brisbane Box,2017,2017-10-13 11:10:00,7
27485,4366,Permitted Site,Lophostemon confertus :: Brisbane Box,972 Chenery St,1.0,Sidewalk: Curb side : Cutout,Private,6/12/97 0:00,6,3x3,37.73552018,-122.4381216,Lophostemon,Lophostemon confertus,Brisbane Box,1997,1997-06-12 00:00:00,27
27491,140008,DPW Maintained,Pittosporum undulatum :: Victorian Box,590 FULTON ST,1.0,Sidewalk: Curb side : Cutout,DPW,7/18/15 14:23,3,Width 0ft,37.77845254,-122.4262085,Pittosporum,Pittosporum undulatum,Victorian Box,2015,2015-07-18 14:23:00,9
27493,33672,DPW Maintained,Pittosporum undulatum :: Victorian Box,630 Ivy St,2.0,Sidewalk: Curb side : Cutout,Private,12/3/96 0:00,8,,37.77667782,-122.4286007,Pittosporum,Pittosporum undulatum,Victorian Box,1996,1996-12-03 00:00:00,28
27495,44187,DPW Maintained,Pittosporum undulatum :: Victorian Box,248 16th Ave,1.0,Sidewalk: Curb side : Cutout,Private,4/19/02 0:00,3,,37.78336859,-122.475214,Pittosporum,Pittosporum undulatum,Victorian Box,2002,2002-04-19 00:00:00,22
27505,9041,Permitted Site,Metrosideros excelsa :: New Zealand Xmas Tree,5435 Geary Blvd,2.0,Sidewalk: Curb side : Cutout,Private,1/7/92 0:00,12,3X3,37.78020309,-122.4778762,Metrosideros,Metrosideros excelsa,New Zealand Xmas Tree,1992,1992-01-07 00:00:00,32
27522,33903,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,38 Bluxome St,1.0,Sidewalk: Curb side : Cutout,Private,6/23/00 0:00,19,,37.77706783,-122.3967235,Platanus,Platanus x,Sycamore: London Plane,2000,2000-06-23 00:00:00,24
27543,130145,DPW Maintained,Lophostemon confertus :: Brisbane Box,600 Gough St,4.0,Sidewalk: Curb side : Cutout,Private,2/27/17 0:00,3,Width 4ft,37.77905127,-122.4233233,Lophostemon,Lophostemon confertus,Brisbane Box,2017,2017-02-27 00:00:00,7
27549,4888,Permitted Site,Metrosideros excelsa :: New Zealand Xmas Tree,810X Mansell St,3.0,Sidewalk: Curb side : Cutout,Private,6/10/92 0:00,3,3X70,37.71961984,-122.4091722,Metrosideros,Metrosideros excelsa,New Zealand Xmas Tree,1992,1992-06-10 00:00:00,32
27562,62081,DPW Maintained,Pittosporum undulatum :: Victorian Box,549 Connecticut St,1.0,Sidewalk: Curb side : Cutout,Private,8/22/85 0:00,9,,37.75927901,-122.3970826,Pittosporum,Pittosporum undulatum,Victorian Box,1985,1985-08-22 00:00:00,39
27567,98261,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,676 47th Ave,1.0,Sidewalk: Curb side : Cutout,Private,1/16/20 0:00,3,,37.77566665,-122.507985,Metrosideros,Metrosideros excelsa,New Zealand Xmas Tree,2020,2020-01-16 00:00:00,4
27570,23328,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1142 Van Ness Ave,1.0,Sidewalk: Curb side : Cutout,DPW,12/1/03 0:00,10,3X3,37.786288,-122.4213237,Platanus,Platanus x,Sycamore: London Plane,2003,2003-12-01 00:00:00,21
27576,115337,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,316 04th Ave,1.0,Sidewalk: Curb side : Cutout,Private,1/26/16 0:00,3,,37.78243576,-122.462079,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,2016,2016-01-26 00:00:00,8
27588,180841,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,25 Farragut Ave,3.0,Sidewalk: Curb side : Cutout,Private,10/5/18 14:40,3,Width 2ft,37.71013089,-122.4496455,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,2018,2018-10-05 14:40:00,6
27610,10176,Permitted Site,Tristaniopsis laurina :: Swamp Myrtle,1070 Guerrero St,2.0,Sidewalk: Curb side : Cutout,Private,3/18/10 0:00,0,3x3,37.75403766,-122.4232024,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,2010,2010-03-18 00:00:00,14
27612,62248,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,436 Capistrano Ave,1.0,Sidewalk: Curb side : Cutout,Private,10/3/85 0:00,13,,37.72502041,-122.4391057,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,1985,1985-10-03 00:00:00,39
27627,9613,Permitted Site,Lophostemon confertus :: Brisbane Box,1395 Golden Gate Ave,2.0,Sidewalk: Curb side : Cutout,Private,4/25/09 0:00,6,3X3,37.77926297,-122.4333244,Lophostemon,Lophostemon confertus,Brisbane Box,2009,2009-04-25 00:00:00,15
27636,43080,Permitted Site,Lophostemon confertus :: Brisbane Box,205 Jones St,2.0,Sidewalk: Curb side : Cutout,Private,7/7/00 0:00,7,,37.78322886,-122.4125247,Lophostemon,Lophostemon confertus,Brisbane Box,2000,2000-07-07 00:00:00,24
27658,83521,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,4245 Kirkham St,1.0,Sidewalk: Curb side : Cutout,Private,1/28/08 0:00,4,3x3,37.75845102,-122.5065683,Metrosideros,Metrosideros excelsa,New Zealand Xmas Tree,2008,2008-01-28 00:00:00,16
27676,23033,DPW Maintained,Lophostemon confertus :: Brisbane Box,934 Valencia St,1.0,Sidewalk: Curb side : Cutout,DPW,6/8/95 0:00,18,3x3,37.7579274,-122.4213338,Lophostemon,Lophostemon confertus,Brisbane Box,1995,1995-06-08 00:00:00,29
27677,60353,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1183 Palou Ave,1.0,Sidewalk: Curb side : Cutout,Private,10/26/82 0:00,11,,37.72946823,-122.3831342,Metrosideros,Metrosideros excelsa,New Zealand Xmas Tree,1982,1982-10-26 00:00:00,42
27691,195300,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,201 Market St,7.0,Sidewalk: Curb side : Cutout,DPW,10/28/05 0:00,4,Width 4ft,37.79262352,-122.3969584,Platanus,Platanus x,Sycamore: London Plane,2005,2005-10-28 00:00:00,19
27693,29543,Permitted Site,Lophostemon confertus :: Brisbane Box,2770X Ingalls St,3.0,Sidewalk: Curb side : Cutout,Private,2/28/06 0:00,6,3X3,37.72175778,-122.3907272,Lophostemon,Lophostemon confertus,Brisbane Box,2006,2006-02-28 00:00:00,18
27719,33306,DPW Maintained,Pittosporum undulatum :: Victorian Box,1200 Taylor St,1.0,Sidewalk: Curb side : Cutout,Private,11/14/96 0:00,9,3x3,37.79354946,-122.4127787,Pittosporum,Pittosporum undulatum,Victorian Box,1996,1996-11-14 00:00:00,28
27722,65879,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,1817X Harrison St,1.0,Sidewalk: Curb side : Cutout,Private,5/23/90 0:00,6,3x3,37.76934452,-122.4133092,Platanus,Platanus x,Sycamore: London Plane,1990,1990-05-23 00:00:00,34
27733,29277,DPW Maintained,Lophostemon confertus :: Brisbane Box,300X Portola Dr,21.0,Median : Cutout,DPW,10/14/05 0:00,3,3X3,37.74657388,-122.4472953,Lophostemon,Lophostemon confertus,Brisbane Box,2005,2005-10-14 00:00:00,19
27742,61558,DPW Maintained,Pittosporum undulatum :: Victorian Box,2115 23rd St,1.0,Sidewalk: Curb side : Cutout,Private,8/23/84 0:00,12,,37.75454374,-122.4009985,Pittosporum,Pittosporum undulatum,Victorian Box,1984,1984-08-23 00:00:00,40
27751,13786,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,901 Market St,7.0,Sidewalk: Curb side : Cutout,DPW,3/16/94 0:00,20,4X4,37.78367468,-122.4082976,Platanus,Platanus x,Sycamore: London Plane,1994,1994-03-16 00:00:00,30
27778,62224,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,355 Capistrano Ave,1.0,Sidewalk: Curb side : Cutout,Private,9/30/85 0:00,8,,37.72600487,-122.4384129,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,1985,1985-09-30 00:00:00,39
27797,26203,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,256 Broad St,1.0,Sidewalk: Curb side : Cutout,Private,2/16/00 0:00,12,3X3,37.71324452,-122.4611463,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,2000,2000-02-16 00:00:00,24
27798,62077,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,619 Connecticut St,1.0,Sidewalk: Curb side : Cutout,Private,8/20/85 0:00,9,,37.7583741,-122.3969954,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,1985,1985-08-20 00:00:00,39
27810,66010,DPW Maintained,Pittosporum undulatum :: Victorian Box,3424 Divisadero St,1.0,Sidewalk: Curb side : Cutout,Private,7/20/90 0:00,14,,37.80133567,-122.443045,Pittosporum,Pittosporum undulatum,Victorian Box,1990,1990-07-20 00:00:00,34
27815,28570,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1787 Church St,1.0,Sidewalk: Curb side : Cutout,DPW,2/2/04 0:00,3,3x3,37.74231491,-122.4264521,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,2004,2004-02-02 00:00:00,20
27831,67418,DPW Maintained,Pittosporum undulatum :: Victorian Box,442 18th Ave,1.0,Sidewalk: Curb side : Cutout,Private,12/29/93 0:00,8,,37.7795546,-122.4771041,Pittosporum,Pittosporum undulatum,Victorian Box,1993,1993-12-29 00:00:00,31
27844,28325,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,3264 Mission St,1.0,Sidewalk: Curb side : Cutout,DPW,1/10/04 0:00,9,3x3,37.744541,-122.4206746,Platanus,Platanus x,Sycamore: London Plane,2004,2004-01-10 00:00:00,20
27846,8075,Permitted Site,Pittosporum undulatum :: Victorian Box,667 Fulton St,1.0,Sidewalk: Curb side : Cutout,Private,4/16/90 0:00,12,3x3,37.77811582,-122.4278139,Pittosporum,Pittosporum undulatum,Victorian Box,1990,1990-04-16 00:00:00,34
27884,94826,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2195 Green St,1.0,Sidewalk: Property side : Cutout,Private,11/9/10 0:00,14,,37.79612579,-122.4350958,Platanus,Platanus x,Sycamore: London Plane,2010,2010-11-09 00:00:00,14
27910,15213,DPW Maintained,Lophostemon confertus :: Brisbane Box,1171 Mission St,1.0,Sidewalk: Curb side : Cutout,Private,3/8/95 0:00,6,3X3,37.77773849,-122.4126446,Lophostemon,Lophostemon confertus,Brisbane Box,1995,1995-03-08 00:00:00,29
27939,29937,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,144 Broad St,1.0,Sidewalk: Curb side : Cutout,DPW,5/22/13 0:00,3,3x3,37.71325523,-122.4573971,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,2013,2013-05-22 00:00:00,11
27944,51930,DPW Maintained,Pittosporum undulatum :: Victorian Box,2641 25th St,1.0,Sidewalk: Curb side : Cutout,SFUSD,7/21/05 0:00,10,3x3,37.75174973,-122.4046346,Pittosporum,Pittosporum undulatum,Victorian Box,2005,2005-07-21 00:00:00,19
27954,67871,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,747 Leavenworth St,1.0,Sidewalk: Curb side : Cutout,Private,2/9/93 0:00,18,3x3,37.78788262,-122.4151737,Platanus,Platanus x,Sycamore: London Plane,1993,1993-02-09 00:00:00,31
27992,63,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,847 14th St,1.0,Sidewalk: Curb side : Cutout,DPW,4/7/15 0:00,3,3X3,37.76746461,-122.4322157,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,2015,2015-04-07 00:00:00,9
28043,217598,Permitted Site,Tristaniopsis laurina :: Swamp Myrtle,1433 Ocean Ave,1.0,Sidewalk: Curb side : Cutout,Private,4/3/03 0:00,4,Width 0ft,37.72413354,-122.4577876,Tristaniopsis,Tristaniopsis laurina,Swamp Myrtle,2003,2003-04-03 00:00:00,21
